feature	chromosome	start	end	SLX-16150.D707tp_D508tp.HC22VBBXY.s_3.r_1	SLX-17921.D702tp_D502tp.H5J55BBXY.s_8.r_1	SLX-16150.D708tp_D502tp.HC22VBBXY.s_3.r_1
18:29000001-29500000	18	29000001	29500000	1.117	0.975	1.053
18:29500001-30000000	18	29500001	30000000	0.986	0.937	1.02
18:30000001-30500000	18	30000001	30500000	0.909	0.915	0.979
18:30500001-31000000	18	30500001	31000000	1.053	0.97	0.95
18:31000001-31500000	18	31000001	31500000	1.004	1.037	0.994
18:31500001-32000000	18	31500001	32000000	0.953	0.943	1.004
18:32000001-32500000	18	32000001	32500000	1.043	0.981	0.942
18:32500001-33000000	18	32500001	33000000	1.103	1.009	1.03
18:33000001-33500000	18	33000001	33500000	1.084	1.062	0.991
18:33500001-34000000	18	33500001	34000000	1.066	1.012	1.001
18:34000001-34500000	18	34000001	34500000	1.082	0.988	1.037
18:35000001-35500000	18	35000001	35500000	1.04	1.07	0.944
18:35500001-36000000	18	35500001	36000000	1.065	0.979	1.022
18:36000001-36500000	18	36000001	36500000	1.091	0.953	1.062
18:36500001-37000000	18	36500001	37000000	0.938	1.128	0.975
18:37000001-37500000	18	37000001	37500000	1.133	1.011	1.062
18:37500001-38000000	18	37500001	38000000	1.012	1.107	1.111
18:38000001-38500000	18	38000001	38500000	1.061	0.946	1.121
18:38500001-39000000	18	38500001	39000000	1.15	1.095	1.011
18:39000001-39500000	18	39000001	39500000	0.923	1.072	1.045
18:39500001-40000000	18	39500001	40000000	1.108	0.963	1.033
18:40000001-40500000	18	40000001	40500000	1.093	1.094	1.079
18:40500001-41000000	18	40500001	41000000	0.954	0.991	1.013
18:41000001-41500000	18	41000001	41500000	0.964	0.95	0.927
18:41500001-42000000	18	41500001	42000000	0.993	1.048	1
18:42000001-42500000	18	42000001	42500000	0.983	1.065	1.052
18:42500001-43000000	18	42500001	43000000	1.071	1.036	1.053
18:43000001-43500000	18	43000001	43500000	0.967	0.975	1.059
18:43500001-44000000	18	43500001	44000000	1.067	1.041	0.995
18:44000001-44500000	18	44000001	44500000	1.075	1.001	1.085
18:44500001-45000000	18	44500001	45000000	1.037	0.933	1.082
18:45000001-45500000	18	45000001	45500000	0.94	1.062	1.004
18:45500001-46000000	18	45500001	46000000	1.004	1.123	1.008
18:46000001-46500000	18	46000001	46500000	1.051	0.882	0.989
18:46500001-47000000	18	46500001	47000000	1.069	1.067	1.007
18:47000001-47500000	18	47000001	47500000	1.024	1.064	0.989
18:48000001-48500000	18	48000001	48500000	1.036	1.154	1.01
18:48500001-49000000	18	48500001	49000000	0.92	0.913	0.973
18:49000001-49500000	18	49000001	49500000	1.014	1.07	1.081
18:49500001-50000000	18	49500001	50000000	1.051	1.114	1.029
18:50000001-50500000	18	50000001	50500000	0.892	1.043	1.012
18:50500001-51000000	18	50500001	51000000	0.978	0.942	0.956
18:51000001-51500000	18	51000001	51500000	1.038	0.992	0.95
18:51500001-52000000	18	51500001	52000000	1.158	0.991	1.005
18:52000001-52500000	18	52000001	52500000	0.88	0.923	0.986
18:53000001-53500000	18	53000001	53500000	1.081	1.007	0.986
18:53500001-54000000	18	53500001	54000000	1.007	0.937	1.02
18:54000001-54500000	18	54000001	54500000	1.027	0.992	0.995
18:54500001-55000000	18	54500001	55000000	1.08	0.932	1.057
18:55000001-55500000	18	55000001	55500000	0.975	1.082	0.973
18:55500001-56000000	18	55500001	56000000	0.973	1.076	0.938
18:56000001-56500000	18	56000001	56500000	1.086	1.036	1.053
18:56500001-57000000	18	56500001	57000000	0.994	1.132	0.964
18:57000001-57500000	18	57000001	57500000	1.012	1.119	1.015
18:57500001-58000000	18	57500001	58000000	1.064	0.974	0.98
18:58000001-58500000	18	58000001	58500000	1.001	0.995	0.984
18:58500001-59000000	18	58500001	59000000	1.063	1.049	0.958
18:59500001-60000000	18	59500001	60000000	1.021	1.1	1.018
18:60000001-60500000	18	60000001	60500000	0.894	1.063	1.044
18:60500001-61000000	18	60500001	61000000	0.986	1.057	1.104
18:61000001-61500000	18	61000001	61500000	0.964	0.979	0.972
18:62000001-62500000	18	62000001	62500000	1.089	1.005	0.965
18:62500001-63000000	18	62500001	63000000	0.925	1.057	0.986
18:63000001-63500000	18	63000001	63500000	1.053	0.99	1.003
18:63500001-64000000	18	63500001	64000000	1.061	1.055	0.981
18:64000001-64500000	18	64000001	64500000	1.049	0.977	1.029
18:64500001-65000000	18	64500001	65000000	0.933	0.983	0.936
18:65000001-65500000	18	65000001	65500000	1.051	0.965	1.007
18:65500001-66000000	18	65500001	66000000	0.903	0.979	0.952
18:66000001-66500000	18	66000001	66500000	1.067	1.007	1.002
18:66500001-67000000	18	66500001	67000000	1.115	1.032	1.023
18:67000001-67500000	18	67000001	67500000	0.983	0.884	1.024
18:67500001-68000000	18	67500001	68000000	0.844	0.962	1
18:68000001-68500000	18	68000001	68500000	1.013	1.071	0.99
18:68500001-69000000	18	68500001	69000000	0.923	1.076	1.002
18:69000001-69500000	18	69000001	69500000	0.903	1.093	0.999
18:69500001-70000000	18	69500001	70000000	1.001	0.917	0.997
18:70000001-70500000	18	70000001	70500000	1.015	1.12	0.946
18:70500001-71000000	18	70500001	71000000	1.107	1.044	1.047
18:71000001-71500000	18	71000001	71500000	0.993	0.938	0.993
18:71500001-72000000	18	71500001	72000000	0.84	0.932	0.919
18:72000001-72500000	18	72000001	72500000	0.932	0.974	0.993
18:72500001-73000000	18	72500001	73000000	0.929	0.97	0.999
18:73000001-73500000	18	73000001	73500000	1.019	0.96	1.036
18:73500001-74000000	18	73500001	74000000	1.071	1.009	0.955
18:74000001-74500000	18	74000001	74500000	1.06	1.044	0.999
18:74500001-75000000	18	74500001	75000000	1.071	0.939	1.022
18:75000001-75500000	18	75000001	75500000	1.044	0.929	0.978
18:75500001-76000000	18	75500001	76000000	0.998	0.91	1.084
18:76000001-76500000	18	76000001	76500000	0.932	0.989	0.986
18:76500001-77000000	18	76500001	77000000	1.001	0.942	1.006
18:77500001-78000000	18	77500001	78000000	0.841	1.003	0.964
18:78000001-78500000	18	78000001	78500000	0.982	0.984	0.966
18:78500001-79000000	18	78500001	79000000	0.964	0.934	1.009
18:79000001-79500000	18	79000001	79500000	0.945	0.926	0.98
18:79500001-80000000	18	79500001	80000000	0.97	0.951	0.897
18:80000001-80373285	18	80000001	80373285	0.932	0.926	0.958
19:500001-1000000	19	500001	1000000	1.009	0.885	0.999
19:1000001-1500000	19	1000001	1500000	0.894	0.97	0.95
19:1500001-2000000	19	1500001	2000000	0.852	1.063	0.967
19:2000001-2500000	19	2000001	2500000	0.948	1.037	0.981
19:2500001-3000000	19	2500001	3000000	0.999	0.908	1.012
19:3000001-3500000	19	3000001	3500000	1.037	0.991	1.03
19:3500001-4000000	19	3500001	4000000	0.996	0.989	1.038
19:4000001-4500000	19	4000001	4500000	0.97	1.151	0.985
19:4500001-5000000	19	4500001	5000000	1.126	1.091	0.998
19:5000001-5500000	19	5000001	5500000	1.004	0.961	1.022
19:5500001-6000000	19	5500001	6000000	1.07	1.093	1.047
19:6000001-6500000	19	6000001	6500000	1.062	1.047	0.923
19:6500001-7000000	19	6500001	7000000	0.921	1.004	0.989
19:7500001-8000000	19	7500001	8000000	0.843	0.958	0.935
19:9000001-9500000	19	9000001	9500000	0.94	0.93	0.988
19:10000001-10500000	19	10000001	10500000	0.904	1.015	0.921
19:10500001-11000000	19	10500001	11000000	0.974	0.8	0.87
19:11000001-11500000	19	11000001	11500000	0.941	0.948	0.934
19:12500001-13000000	19	12500001	13000000	0.883	0.799	0.881
19:13500001-14000000	19	13500001	14000000	0.903	0.893	1.009
19:14500001-15000000	19	14500001	15000000	1.046	0.91	0.907
19:15000001-15500000	19	15000001	15500000	0.964	0.887	1.004
19:15500001-16000000	19	15500001	16000000	1.054	0.949	0.968
19:16000001-16500000	19	16000001	16500000	0.952	0.891	0.945
19:16500001-17000000	19	16500001	17000000	0.986	0.989	1.009
19:17000001-17500000	19	17000001	17500000	0.956	0.998	0.955
19:17500001-18000000	19	17500001	18000000	1.073	1.074	0.998
19:18000001-18500000	19	18000001	18500000	0.908	1.019	0.901
19:18500001-19000000	19	18500001	19000000	0.982	1.057	0.951
19:19000001-19500000	19	19000001	19500000	0.928	0.926	0.988
19:19500001-20000000	19	19500001	20000000	1.115	0.946	0.851
19:28000001-28500000	19	28000001	28500000	0.985	0.946	0.976
19:28500001-29000000	19	28500001	29000000	0.983	1.064	1.018
19:29000001-29500000	19	29000001	29500000	0.963	0.956	1.006
19:29500001-30000000	19	29500001	30000000	0.982	0.902	0.984
19:30000001-30500000	19	30000001	30500000	0.921	1.027	1.053
19:30500001-31000000	19	30500001	31000000	0.879	1.013	0.949
19:31000001-31500000	19	31000001	31500000	0.989	1.027	0.996
19:31500001-32000000	19	31500001	32000000	0.934	1.001	1.028
19:32000001-32500000	19	32000001	32500000	0.96	0.92	0.95
19:32500001-33000000	19	32500001	33000000	1.131	0.986	0.917
19:33000001-33500000	19	33000001	33500000	1.032	1.043	1.062
19:33500001-34000000	19	33500001	34000000	0.905	0.964	1.048
19:34000001-34500000	19	34000001	34500000	0.945	0.978	1.008
19:34500001-35000000	19	34500001	35000000	1.053	0.993	1.025
19:35000001-35500000	19	35000001	35500000	0.833	0.871	0.92
19:35500001-36000000	19	35500001	36000000	0.968	0.932	1.053
19:36500001-37000000	19	36500001	37000000	0.914	0.81	0.965
19:38000001-38500000	19	38000001	38500000	1.066	1.016	1.03
19:38500001-39000000	19	38500001	39000000	1.113	0.973	0.889
19:39000001-39500000	19	39000001	39500000	0.894	1.106	0.937
19:39500001-40000000	19	39500001	40000000	0.762	1.018	0.993
19:40000001-40500000	19	40000001	40500000	0.871	0.958	1.02
19:40500001-41000000	19	40500001	41000000	0.962	1.023	0.954
19:41000001-41500000	19	41000001	41500000	0.9	1.017	1.007
19:41500001-42000000	19	41500001	42000000	0.996	1.015	1.004
19:42000001-42500000	19	42000001	42500000	0.826	1.024	0.985
19:43500001-44000000	19	43500001	44000000	0.912	0.928	0.936
19:44000001-44500000	19	44000001	44500000	0.813	0.973	0.972
19:44500001-45000000	19	44500001	45000000	1.138	0.976	0.991
19:45000001-45500000	19	45000001	45500000	1.017	0.923	1.082
19:45500001-46000000	19	45500001	46000000	0.952	1.032	1.008
19:46500001-47000000	19	46500001	47000000	0.917	0.889	0.862
19:47000001-47500000	19	47000001	47500000	1.014	0.982	1.05
19:48000001-48500000	19	48000001	48500000	1.026	1.005	1.019
19:49000001-49500000	19	49000001	49500000	1.025	1.041	1.059
19:49500001-50000000	19	49500001	50000000	0.925	1.01	0.939
19:50500001-51000000	19	50500001	51000000	1.129	0.937	1.041
19:51000001-51500000	19	51000001	51500000	1.121	1.06	1.009
19:51500001-52000000	19	51500001	52000000	1.017	0.886	0.944
19:52000001-52500000	19	52000001	52500000	0.877	0.878	0.911
19:54000001-54500000	19	54000001	54500000	0.971	0.932	1.013
19:55000001-55500000	19	55000001	55500000	1.062	1.03	0.996
19:55500001-56000000	19	55500001	56000000	0.983	0.944	0.907
19:56000001-56500000	19	56000001	56500000	0.971	0.935	0.948
19:57000001-57500000	19	57000001	57500000	0.958	0.86	0.916
19:57500001-58000000	19	57500001	58000000	0.985	0.896	0.943
19:58000001-58500000	19	58000001	58500000	0.934	0.881	0.909
20:1-500000	20	1	500000	0.989	0.99	0.996
20:500001-1000000	20	500001	1000000	0.95	1.032	0.988
20:1000001-1500000	20	1000001	1500000	1.149	0.941	0.893
20:1500001-2000000	20	1500001	2000000	0.923	0.95	0.864
20:2000001-2500000	20	2000001	2500000	1.103	0.986	0.99
20:2500001-3000000	20	2500001	3000000	1.102	1.031	0.999
20:3000001-3500000	20	3000001	3500000	1.037	1.085	1.058
20:3500001-4000000	20	3500001	4000000	0.994	0.976	1.04
20:4000001-4500000	20	4000001	4500000	1.243	1.041	1.125
20:4500001-5000000	20	4500001	5000000	0.994	0.973	0.944
20:5000001-5500000	20	5000001	5500000	1.043	0.999	1.037
20:6000001-6500000	20	6000001	6500000	1.08	0.979	0.99
20:6500001-7000000	20	6500001	7000000	1.106	0.989	1.008
20:7000001-7500000	20	7000001	7500000	1.117	1.105	1.002
20:7500001-8000000	20	7500001	8000000	1.027	0.934	1.005
20:8000001-8500000	20	8000001	8500000	0.967	1.05	1.071
20:8500001-9000000	20	8500001	9000000	0.961	1.04	0.97
20:9500001-10000000	20	9500001	10000000	0.957	0.973	1.034
20:10500001-11000000	20	10500001	11000000	1.049	1.094	1.031
20:11000001-11500000	20	11000001	11500000	0.902	0.972	1.009
20:11500001-12000000	20	11500001	12000000	1.077	1.011	1.03
20:12000001-12500000	20	12000001	12500000	1.107	1.076	1.041
20:12500001-13000000	20	12500001	13000000	0.949	1.048	0.952
20:13500001-14000000	20	13500001	14000000	0.953	0.961	0.926
20:14000001-14500000	20	14000001	14500000	1.009	0.972	1.008
20:14500001-15000000	20	14500001	15000000	0.875	0.933	1.002
20:15000001-15500000	20	15000001	15500000	0.929	1.045	1.035
20:15500001-16000000	20	15500001	16000000	1.15	1.06	0.992
20:16000001-16500000	20	16000001	16500000	1.096	0.948	1.05
20:16500001-17000000	20	16500001	17000000	0.931	0.936	1.015
20:17000001-17500000	20	17000001	17500000	0.959	0.895	0.961
20:17500001-18000000	20	17500001	18000000	0.955	0.85	0.907
20:18500001-19000000	20	18500001	19000000	1.011	0.925	0.94
20:19000001-19500000	20	19000001	19500000	0.98	0.926	0.956
20:19500001-20000000	20	19500001	20000000	0.975	0.953	1.015
20:20000001-20500000	20	20000001	20500000	1.009	1.071	0.985
20:20500001-21000000	20	20500001	21000000	1.01	1.046	1.019
20:21000001-21500000	20	21000001	21500000	0.926	1.01	0.995
20:21500001-22000000	20	21500001	22000000	0.976	1.004	1.086
20:22500001-23000000	20	22500001	23000000	1.077	1	1.071
20:23000001-23500000	20	23000001	23500000	0.977	0.981	1.031
20:23500001-24000000	20	23500001	24000000	0.939	1.03	1.002
20:24500001-25000000	20	24500001	25000000	1.032	1.037	1.037
20:25000001-25500000	20	25000001	25500000	1.029	1.037	1.009
20:31500001-32000000	20	31500001	32000000	1.172	0.995	1.019
20:32000001-32500000	20	32000001	32500000	0.942	1.048	0.955
20:32500001-33000000	20	32500001	33000000	0.988	0.879	0.988
20:33000001-33500000	20	33000001	33500000	1.114	1.142	1.078
20:33500001-34000000	20	33500001	34000000	1.003	0.895	0.973
20:34000001-34500000	20	34000001	34500000	1.043	1.018	0.946
20:35000001-35500000	20	35000001	35500000	1.113	0.918	1.062
20:35500001-36000000	20	35500001	36000000	1.089	1.03	0.945
20:36000001-36500000	20	36000001	36500000	1.002	1.083	1.134
20:36500001-37000000	20	36500001	37000000	1.129	1.012	0.978
20:37000001-37500000	20	37000001	37500000	0.938	0.961	1.066
20:37500001-38000000	20	37500001	38000000	1.025	1.052	1.001
20:38000001-38500000	20	38000001	38500000	0.88	0.92	0.936
20:38500001-39000000	20	38500001	39000000	1.057	1.083	1.063
20:39000001-39500000	20	39000001	39500000	1.04	1.079	1.095
20:39500001-40000000	20	39500001	40000000	1.088	0.97	0.985
20:40000001-40500000	20	40000001	40500000	1.101	1.001	1.01
20:40500001-41000000	20	40500001	41000000	1.003	0.924	1.003
20:41000001-41500000	20	41000001	41500000	1.018	0.976	1.013
20:41500001-42000000	20	41500001	42000000	1.081	0.928	1.021
20:42000001-42500000	20	42000001	42500000	1.078	1.084	1.002
20:42500001-43000000	20	42500001	43000000	1.12	1.046	1.032
20:43000001-43500000	20	43000001	43500000	1.038	0.985	1.044
20:43500001-44000000	20	43500001	44000000	1.179	0.955	1.106
20:44000001-44500000	20	44000001	44500000	1.083	1.067	1.029
20:44500001-45000000	20	44500001	45000000	1.025	1.081	0.978
20:45000001-45500000	20	45000001	45500000	0.919	0.986	0.926
20:45500001-46000000	20	45500001	46000000	1.042	1.157	0.969
20:46000001-46500000	20	46000001	46500000	0.934	0.934	0.954
20:46500001-47000000	20	46500001	47000000	0.908	0.97	0.997
20:47000001-47500000	20	47000001	47500000	0.967	1.079	0.993
20:48000001-48500000	20	48000001	48500000	1.104	1.029	1.007
20:48500001-49000000	20	48500001	49000000	0.935	0.874	0.99
20:49000001-49500000	20	49000001	49500000	1.024	0.91	0.979
20:49500001-50000000	20	49500001	50000000	0.961	0.905	1.031
20:50000001-50500000	20	50000001	50500000	1.065	1.012	1.005
20:50500001-51000000	20	50500001	51000000	0.999	1.06	1.026
20:51000001-51500000	20	51000001	51500000	1.087	0.952	0.996
20:51500001-52000000	20	51500001	52000000	0.962	1.144	1.005
20:52000001-52500000	20	52000001	52500000	1.038	1.067	0.962
20:52500001-53000000	20	52500001	53000000	0.938	0.914	1.01
20:53000001-53500000	20	53000001	53500000	1.114	1.035	1.006
20:53500001-54000000	20	53500001	54000000	1.009	0.931	0.904
20:54000001-54500000	20	54000001	54500000	0.986	1.081	1.058
20:54500001-55000000	20	54500001	55000000	1.059	1.036	1.005
20:55000001-55500000	20	55000001	55500000	1.114	0.917	1.05
20:55500001-56000000	20	55500001	56000000	0.979	0.972	1.021
20:56000001-56500000	20	56000001	56500000	1.059	0.982	0.892
20:56500001-57000000	20	56500001	57000000	0.976	1.022	1.097
20:57500001-58000000	20	57500001	58000000	0.953	1.046	0.926
20:58000001-58500000	20	58000001	58500000	1.085	0.99	1.032
20:58500001-59000000	20	58500001	59000000	0.91	1.132	1.019
20:59000001-59500000	20	59000001	59500000	1.039	1.025	0.998
20:59500001-60000000	20	59500001	60000000	1.015	1.013	1.017
20:60000001-60500000	20	60000001	60500000	1.022	0.926	0.98
20:60500001-61000000	20	60500001	61000000	1.037	1.052	0.994
20:61000001-61500000	20	61000001	61500000	1.059	1.05	1.029
20:61500001-62000000	20	61500001	62000000	0.994	1.013	1.019
20:62000001-62500000	20	62000001	62500000	0.949	0.959	1.028
20:62500001-63000000	20	62500001	63000000	0.829	0.966	0.874
20:63000001-63500000	20	63000001	63500000	0.986	1.046	1.034
20:64000001-64444167	20	64000001	64444167	1.023	1.163	1.142
21:14000001-14500000	21	14000001	14500000	0.895	0.902	0.921
21:14500001-15000000	21	14500001	15000000	0.989	0.962	0.984
21:15000001-15500000	21	15000001	15500000	1.008	1.024	1.029
21:15500001-16000000	21	15500001	16000000	0.932	1.048	1.029
21:16000001-16500000	21	16000001	16500000	0.984	1.159	1.084
21:17000001-17500000	21	17000001	17500000	1.082	1.051	1.001
21:17500001-18000000	21	17500001	18000000	1.028	0.999	0.911
21:18000001-18500000	21	18000001	18500000	1.059	1.06	1.033
21:18500001-19000000	21	18500001	19000000	0.981	0.972	0.982
21:19000001-19500000	21	19000001	19500000	0.926	1.047	1.022
21:19500001-20000000	21	19500001	20000000	0.953	1.013	0.982
21:20000001-20500000	21	20000001	20500000	1.003	0.93	0.955
21:20500001-21000000	21	20500001	21000000	0.867	0.979	0.92
21:21000001-21500000	21	21000001	21500000	0.922	0.948	1.046
21:21500001-22000000	21	21500001	22000000	0.959	0.97	0.899
21:22000001-22500000	21	22000001	22500000	0.953	0.908	0.936
21:22500001-23000000	21	22500001	23000000	0.974	0.972	0.905
21:23000001-23500000	21	23000001	23500000	1.107	0.978	0.931
21:23500001-24000000	21	23500001	24000000	0.916	0.976	0.964
21:24000001-24500000	21	24000001	24500000	1.062	0.98	0.988
21:24500001-25000000	21	24500001	25000000	1.075	0.956	0.979
21:25000001-25500000	21	25000001	25500000	0.945	1	0.969
21:25500001-26000000	21	25500001	26000000	0.997	0.939	0.984
21:26000001-26500000	21	26000001	26500000	0.969	1.083	1.017
21:26500001-27000000	21	26500001	27000000	0.967	1.019	1.016
21:27000001-27500000	21	27000001	27500000	0.919	0.981	0.962
21:27500001-28000000	21	27500001	28000000	1.012	1.002	1
21:28000001-28500000	21	28000001	28500000	0.951	1.007	0.953
21:28500001-29000000	21	28500001	29000000	0.988	0.972	1.05
21:29000001-29500000	21	29000001	29500000	0.888	0.969	0.945
21:29500001-30000000	21	29500001	30000000	1.03	0.988	0.995
21:30000001-30500000	21	30000001	30500000	1.024	1.021	1.058
21:30500001-31000000	21	30500001	31000000	0.896	1.056	1.021
21:31000001-31500000	21	31000001	31500000	0.96	1.086	1.039
21:31500001-32000000	21	31500001	32000000	1.009	1.024	1.03
21:32500001-33000000	21	32500001	33000000	0.943	1.114	1.021
21:33000001-33500000	21	33000001	33500000	0.874	0.977	0.913
21:33500001-34000000	21	33500001	34000000	0.95	0.955	0.977
21:34000001-34500000	21	34000001	34500000	0.989	0.986	1.012
21:34500001-35000000	21	34500001	35000000	1.035	0.924	0.927
21:35000001-35500000	21	35000001	35500000	1.024	1.007	1.008
21:36000001-36500000	21	36000001	36500000	1.196	1.086	0.948
21:36500001-37000000	21	36500001	37000000	0.975	0.931	1.045
21:37000001-37500000	21	37000001	37500000	0.978	0.985	0.951
21:37500001-38000000	21	37500001	38000000	0.966	0.998	1.046
