feature	chromosome	start	end	SLX-17921.D702tp_D503tp.H5J55BBXY.s_8.r_1	SLX-17921.D703tp_D506tp.H5J55BBXY.s_8.r_1
5:92500001-93000000	5	92500001	93000000	0.97	1.009
5:93000001-93500000	5	93000001	93500000	1.1	1.025
5:93500001-94000000	5	93500001	94000000	1.05	1.058
5:94000001-94500000	5	94000001	94500000	1.101	1.069
5:95000001-95500000	5	95000001	95500000	1.02	0.962
5:95500001-96000000	5	95500001	96000000	0.939	0.939
5:96000001-96500000	5	96000001	96500000	1.124	1.04
5:96500001-97000000	5	96500001	97000000	1.007	0.979
5:97000001-97500000	5	97000001	97500000	0.931	1.011
5:98500001-99000000	5	98500001	99000000	0.943	0.964
5:99000001-99500000	5	99000001	99500000	1.051	0.917
5:100500001-101000000	5	100500001	101000000	1.061	0.98
5:101000001-101500000	5	101000001	101500000	1.047	0.972
5:101500001-102000000	5	101500001	102000000	0.965	0.955
5:102000001-102500000	5	102000001	102500000	0.954	0.965
5:102500001-103000000	5	102500001	103000000	1.041	1.03
5:103000001-103500000	5	103000001	103500000	1.01	1.028
5:103500001-104000000	5	103500001	104000000	0.967	1.041
5:104000001-104500000	5	104000001	104500000	0.952	1.031
5:104500001-105000000	5	104500001	105000000	1.03	1.021
5:105000001-105500000	5	105000001	105500000	0.949	0.966
5:105500001-106000000	5	105500001	106000000	1.012	0.969
5:106000001-106500000	5	106000001	106500000	0.969	0.963
5:107000001-107500000	5	107000001	107500000	0.931	0.992
5:107500001-108000000	5	107500001	108000000	1.02	0.975
5:108000001-108500000	5	108000001	108500000	0.976	0.984
5:108500001-109000000	5	108500001	109000000	0.96	1.01
5:109000001-109500000	5	109000001	109500000	1.065	1.059
5:109500001-110000000	5	109500001	110000000	0.961	1.051
5:110000001-110500000	5	110000001	110500000	1.02	1.05
5:110500001-111000000	5	110500001	111000000	1.016	1.041
5:111500001-112000000	5	111500001	112000000	1.046	1.037
5:112000001-112500000	5	112000001	112500000	1.103	0.965
5:112500001-113000000	5	112500001	113000000	0.879	0.993
5:113000001-113500000	5	113000001	113500000	1.114	1.055
5:113500001-114000000	5	113500001	114000000	0.884	1.097
5:114000001-114500000	5	114000001	114500000	0.984	1.055
5:114500001-115000000	5	114500001	115000000	1.034	1.019
5:115000001-115500000	5	115000001	115500000	0.943	0.976
5:115500001-116000000	5	115500001	116000000	0.942	0.938
5:116000001-116500000	5	116000001	116500000	1.011	0.997
5:116500001-117000000	5	116500001	117000000	0.915	0.973
5:117000001-117500000	5	117000001	117500000	0.968	0.997
5:117500001-118000000	5	117500001	118000000	0.971	1.02
5:118000001-118500000	5	118000001	118500000	1.012	0.957
5:118500001-119000000	5	118500001	119000000	1.03	0.988
5:119500001-120000000	5	119500001	120000000	1.093	1.029
5:120000001-120500000	5	120000001	120500000	1.013	1.037
5:120500001-121000000	5	120500001	121000000	1.059	1.005
5:121500001-122000000	5	121500001	122000000	0.952	0.971
5:122500001-123000000	5	122500001	123000000	0.891	1.023
5:123000001-123500000	5	123000001	123500000	0.866	1.023
5:124000001-124500000	5	124000001	124500000	1.053	1.039
5:124500001-125000000	5	124500001	125000000	1.117	0.998
5:125000001-125500000	5	125000001	125500000	1.012	0.989
5:125500001-126000000	5	125500001	126000000	1.03	1.04
5:126000001-126500000	5	126000001	126500000	0.906	0.961
5:126500001-127000000	5	126500001	127000000	1.036	1.054
5:127000001-127500000	5	127000001	127500000	1.039	1.13
5:127500001-128000000	5	127500001	128000000	1.046	1.076
5:128000001-128500000	5	128000001	128500000	1.023	1.033
5:128500001-129000000	5	128500001	129000000	1.057	1.014
5:129000001-129500000	5	129000001	129500000	1.08	0.975
5:129500001-130000000	5	129500001	130000000	0.965	0.987
5:130000001-130500000	5	130000001	130500000	1.079	1.038
5:131000001-131500000	5	131000001	131500000	0.952	0.942
5:131500001-132000000	5	131500001	132000000	0.856	0.918
5:132000001-132500000	5	132000001	132500000	1.024	1.006
5:132500001-133000000	5	132500001	133000000	1	0.984
5:133000001-133500000	5	133000001	133500000	0.975	1.008
5:133500001-134000000	5	133500001	134000000	1.005	1.07
5:134000001-134500000	5	134000001	134500000	1.075	1
5:135000001-135500000	5	135000001	135500000	1.043	1.056
5:135500001-136000000	5	135500001	136000000	1.076	1.046
5:136000001-136500000	5	136000001	136500000	1.026	1.074
5:137500001-138000000	5	137500001	138000000	1.012	1.02
5:138000001-138500000	5	138000001	138500000	1.117	0.997
5:138500001-139000000	5	138500001	139000000	1.019	1.061
5:139000001-139500000	5	139000001	139500000	1.027	1.059
5:139500001-140000000	5	139500001	140000000	1.003	1.087
5:140000001-140500000	5	140000001	140500000	0.992	0.952
5:140500001-141000000	5	140500001	141000000	0.982	1.013
5:141000001-141500000	5	141000001	141500000	1.025	0.96
5:141500001-142000000	5	141500001	142000000	1.012	0.957
5:142000001-142500000	5	142000001	142500000	1.019	1.049
5:142500001-143000000	5	142500001	143000000	0.974	0.94
5:143000001-143500000	5	143000001	143500000	0.966	0.947
5:144000001-144500000	5	144000001	144500000	1.053	1.074
5:144500001-145000000	5	144500001	145000000	0.975	1.049
5:145000001-145500000	5	145000001	145500000	1.009	1.029
5:145500001-146000000	5	145500001	146000000	0.986	1.077
5:146000001-146500000	5	146000001	146500000	0.963	1.006
5:146500001-147000000	5	146500001	147000000	1.092	0.984
5:147000001-147500000	5	147000001	147500000	0.977	1.067
5:147500001-148000000	5	147500001	148000000	1.178	1.083
5:148000001-148500000	5	148000001	148500000	1.118	1.052
5:148500001-149000000	5	148500001	149000000	1.151	1.018
5:149000001-149500000	5	149000001	149500000	0.914	0.948
5:149500001-150000000	5	149500001	150000000	1.076	1.065
5:150000001-150500000	5	150000001	150500000	1.046	0.976
5:150500001-151000000	5	150500001	151000000	0.985	1.025
5:151000001-151500000	5	151000001	151500000	1.002	0.963
5:151500001-152000000	5	151500001	152000000	0.988	1.037
5:152500001-153000000	5	152500001	153000000	0.973	0.996
5:153000001-153500000	5	153000001	153500000	1.109	1.027
5:153500001-154000000	5	153500001	154000000	1.099	0.998
5:154000001-154500000	5	154000001	154500000	0.923	0.975
5:154500001-155000000	5	154500001	155000000	1.126	1.017
5:155000001-155500000	5	155000001	155500000	1.171	1.037
5:155500001-156000000	5	155500001	156000000	1.034	0.969
5:156000001-156500000	5	156000001	156500000	0.975	0.976
5:156500001-157000000	5	156500001	157000000	1.026	1.083
5:157000001-157500000	5	157000001	157500000	1.042	0.997
5:157500001-158000000	5	157500001	158000000	0.933	0.952
5:158000001-158500000	5	158000001	158500000	1.063	1.053
5:158500001-159000000	5	158500001	159000000	1.088	1.011
5:159000001-159500000	5	159000001	159500000	0.978	1.062
5:159500001-160000000	5	159500001	160000000	1.029	1.057
5:160000001-160500000	5	160000001	160500000	0.973	0.95
5:161000001-161500000	5	161000001	161500000	1.051	1.005
5:161500001-162000000	5	161500001	162000000	0.981	0.927
5:162000001-162500000	5	162000001	162500000	0.925	0.99
5:162500001-163000000	5	162500001	163000000	1.016	0.99
5:164000001-164500000	5	164000001	164500000	0.924	0.982
5:165000001-165500000	5	165000001	165500000	1.103	0.983
5:165500001-166000000	5	165500001	166000000	1.034	0.99
5:166000001-166500000	5	166000001	166500000	0.975	0.982
5:167000001-167500000	5	167000001	167500000	0.97	0.964
5:167500001-168000000	5	167500001	168000000	1.04	0.998
5:168000001-168500000	5	168000001	168500000	0.968	1.015
5:168500001-169000000	5	168500001	169000000	1.04	1.037
5:169000001-169500000	5	169000001	169500000	1.015	0.964
5:169500001-170000000	5	169500001	170000000	1.011	1.028
5:170000001-170500000	5	170000001	170500000	1.012	1.012
5:171000001-171500000	5	171000001	171500000	1.042	1.092
5:171500001-172000000	5	171500001	172000000	1.053	0.978
5:172000001-172500000	5	172000001	172500000	0.97	1.044
5:172500001-173000000	5	172500001	173000000	0.945	0.927
5:173000001-173500000	5	173000001	173500000	1.058	1.052
5:173500001-174000000	5	173500001	174000000	0.899	0.943
5:174000001-174500000	5	174000001	174500000	1.057	1.036
5:174500001-175000000	5	174500001	175000000	0.956	1.002
5:175000001-175500000	5	175000001	175500000	0.985	1.027
5:175500001-176000000	5	175500001	176000000	1.005	0.98
5:176500001-177000000	5	176500001	177000000	1.025	1.026
5:177000001-177500000	5	177000001	177500000	0.809	0.907
5:178000001-178500000	5	178000001	178500000	1.134	0.997
5:178500001-179000000	5	178500001	179000000	0.948	1.015
5:179000001-179500000	5	179000001	179500000	1.1	1.041
5:179500001-180000000	5	179500001	180000000	0.983	1.014
5:180000001-180500000	5	180000001	180500000	1.13	1.06
5:180500001-181000000	5	180500001	181000000	0.966	0.963
6:500001-1000000	6	500001	1000000	1.022	1.019
6:1000001-1500000	6	1000001	1500000	1.092	1.025
6:2000001-2500000	6	2000001	2500000	1.006	1.019
6:2500001-3000000	6	2500001	3000000	0.996	0.986
6:3000001-3500000	6	3000001	3500000	1.011	1.04
6:4000001-4500000	6	4000001	4500000	1.066	1.011
6:4500001-5000000	6	4500001	5000000	1.023	0.967
6:5000001-5500000	6	5000001	5500000	1.011	0.986
6:5500001-6000000	6	5500001	6000000	1.04	1.013
6:6000001-6500000	6	6000001	6500000	0.974	1.009
6:6500001-7000000	6	6500001	7000000	0.838	0.901
6:7000001-7500000	6	7000001	7500000	0.935	0.969
6:7500001-8000000	6	7500001	8000000	0.921	1.064
6:8000001-8500000	6	8000001	8500000	0.96	0.954
6:8500001-9000000	6	8500001	9000000	1.047	1.006
6:9000001-9500000	6	9000001	9500000	0.947	1.018
6:9500001-10000000	6	9500001	10000000	0.992	1.119
6:10000001-10500000	6	10000001	10500000	1.041	1.072
6:10500001-11000000	6	10500001	11000000	1.057	0.973
6:11000001-11500000	6	11000001	11500000	1.061	1.035
6:11500001-12000000	6	11500001	12000000	1.035	0.98
6:12000001-12500000	6	12000001	12500000	0.999	1.025
6:12500001-13000000	6	12500001	13000000	1.082	1.015
6:13000001-13500000	6	13000001	13500000	0.899	0.952
6:13500001-14000000	6	13500001	14000000	0.977	0.873
6:14000001-14500000	6	14000001	14500000	0.939	0.937
6:14500001-15000000	6	14500001	15000000	0.962	0.976
6:15000001-15500000	6	15000001	15500000	0.93	0.957
6:15500001-16000000	6	15500001	16000000	0.945	0.919
6:16000001-16500000	6	16000001	16500000	0.972	0.987
6:16500001-17000000	6	16500001	17000000	0.942	0.939
6:17000001-17500000	6	17000001	17500000	0.98	1.03
6:17500001-18000000	6	17500001	18000000	1.071	0.953
6:18000001-18500000	6	18000001	18500000	1.03	0.938
6:18500001-19000000	6	18500001	19000000	1.044	1.029
6:19000001-19500000	6	19000001	19500000	1.04	1.023
6:19500001-20000000	6	19500001	20000000	1.052	1.023
6:20000001-20500000	6	20000001	20500000	0.967	1.024
6:20500001-21000000	6	20500001	21000000	1.027	0.998
6:21000001-21500000	6	21000001	21500000	1.067	1.013
6:21500001-22000000	6	21500001	22000000	1.155	1.018
6:22000001-22500000	6	22000001	22500000	0.967	1.008
6:22500001-23000000	6	22500001	23000000	1.015	1.061
6:23000001-23500000	6	23000001	23500000	1.021	1.121
6:23500001-24000000	6	23500001	24000000	1.08	1.03
6:24000001-24500000	6	24000001	24500000	1.032	1.022
6:24500001-25000000	6	24500001	25000000	0.906	0.992
6:25000001-25500000	6	25000001	25500000	0.948	0.996
6:25500001-26000000	6	25500001	26000000	1.056	1.009
6:26000001-26500000	6	26000001	26500000	0.8	0.842
6:27000001-27500000	6	27000001	27500000	0.849	0.904
6:27500001-28000000	6	27500001	28000000	0.984	0.983
6:28000001-28500000	6	28000001	28500000	0.899	0.986
6:28500001-29000000	6	28500001	29000000	0.877	0.973
6:29500001-30000000	6	29500001	30000000	0.986	0.963
6:30000001-30500000	6	30000001	30500000	0.929	0.991
6:30500001-31000000	6	30500001	31000000	0.968	0.963
6:31500001-32000000	6	31500001	32000000	0.791	0.919
6:32000001-32500000	6	32000001	32500000	1.022	0.954
6:33000001-33500000	6	33000001	33500000	0.887	0.849
6:33500001-34000000	6	33500001	34000000	1.124	0.963
6:34000001-34500000	6	34000001	34500000	0.987	1.003
6:34500001-35000000	6	34500001	35000000	0.923	0.993
6:35000001-35500000	6	35000001	35500000	1.06	1.035
6:35500001-36000000	6	35500001	36000000	1.092	0.993
6:36000001-36500000	6	36000001	36500000	1.031	0.951
6:36500001-37000000	6	36500001	37000000	1.027	0.929
6:37000001-37500000	6	37000001	37500000	1.002	1.011
6:37500001-38000000	6	37500001	38000000	1.035	1.031
6:38000001-38500000	6	38000001	38500000	1.031	1.017
6:38500001-39000000	6	38500001	39000000	1.141	1.079
6:39000001-39500000	6	39000001	39500000	1.155	0.997
6:39500001-40000000	6	39500001	40000000	1.133	1.135
6:40000001-40500000	6	40000001	40500000	1.032	1.008
6:40500001-41000000	6	40500001	41000000	1.023	1.072
6:41000001-41500000	6	41000001	41500000	0.973	0.931
6:41500001-42000000	6	41500001	42000000	1.061	1.069
6:42000001-42500000	6	42000001	42500000	0.954	1
6:42500001-43000000	6	42500001	43000000	0.908	0.961
6:43500001-44000000	6	43500001	44000000	1.048	0.995
6:44000001-44500000	6	44000001	44500000	0.928	0.903
6:44500001-45000000	6	44500001	45000000	1.098	1.081
6:45000001-45500000	6	45000001	45500000	1.043	1.001
6:45500001-46000000	6	45500001	46000000	1.046	1.028
6:46000001-46500000	6	46000001	46500000	1.072	1.077
6:46500001-47000000	6	46500001	47000000	1.035	1.011
6:47000001-47500000	6	47000001	47500000	0.95	1.141
6:47500001-48000000	6	47500001	48000000	1.037	0.963
6:48000001-48500000	6	48000001	48500000	1.005	0.992
6:48500001-49000000	6	48500001	49000000	1.023	0.993
6:49000001-49500000	6	49000001	49500000	0.945	0.953
6:49500001-50000000	6	49500001	50000000	1.064	0.956
6:50000001-50500000	6	50000001	50500000	1.034	1.043
6:50500001-51000000	6	50500001	51000000	0.928	1.114
6:51000001-51500000	6	51000001	51500000	1.094	1.005
6:51500001-52000000	6	51500001	52000000	1.112	1.027
6:52000001-52500000	6	52000001	52500000	0.941	1.044
6:52500001-53000000	6	52500001	53000000	0.998	0.989
6:53000001-53500000	6	53000001	53500000	0.915	1.023
6:53500001-54000000	6	53500001	54000000	1.097	0.989
6:54000001-54500000	6	54000001	54500000	1.09	0.983
6:55000001-55500000	6	55000001	55500000	1.079	1.074
6:55500001-56000000	6	55500001	56000000	1.03	1.057
6:56000001-56500000	6	56000001	56500000	1.008	1.056
6:56500001-57000000	6	56500001	57000000	1.046	1.113
6:62000001-62500000	6	62000001	62500000	1.006	0.989
6:62500001-63000000	6	62500001	63000000	0.869	0.932
6:63000001-63500000	6	63000001	63500000	0.952	1
6:63500001-64000000	6	63500001	64000000	1.053	1.027
6:64000001-64500000	6	64000001	64500000	0.991	1.044
6:64500001-65000000	6	64500001	65000000	0.935	0.965
6:65000001-65500000	6	65000001	65500000	0.976	0.933
6:65500001-66000000	6	65500001	66000000	0.882	0.986
6:66000001-66500000	6	66000001	66500000	0.929	0.976
6:66500001-67000000	6	66500001	67000000	0.947	0.951
6:67000001-67500000	6	67000001	67500000	0.946	0.937
6:67500001-68000000	6	67500001	68000000	0.959	0.979
6:68000001-68500000	6	68000001	68500000	0.95	0.954
6:68500001-69000000	6	68500001	69000000	0.972	1.008
6:69000001-69500000	6	69000001	69500000	1.035	1.001
6:69500001-70000000	6	69500001	70000000	0.948	1.055
6:70000001-70500000	6	70000001	70500000	1.051	1.05
6:70500001-71000000	6	70500001	71000000	1.097	1.001
6:71000001-71500000	6	71000001	71500000	0.974	0.961
6:71500001-72000000	6	71500001	72000000	1.036	1.03
6:72000001-72500000	6	72000001	72500000	1.06	1.061
6:73000001-73500000	6	73000001	73500000	0.997	0.969
6:73500001-74000000	6	73500001	74000000	1.16	0.947
6:74000001-74500000	6	74000001	74500000	1.121	1.122
6:74500001-75000000	6	74500001	75000000	1.014	0.975
6:75000001-75500000	6	75000001	75500000	0.95	1.057
6:75500001-76000000	6	75500001	76000000	0.924	1.004
6:76000001-76500000	6	76000001	76500000	0.994	1.011
6:77000001-77500000	6	77000001	77500000	1.079	1.059
6:77500001-78000000	6	77500001	78000000	0.961	1.019
6:78000001-78500000	6	78000001	78500000	1.106	0.997
6:78500001-79000000	6	78500001	79000000	1.04	1.077
6:79000001-79500000	6	79000001	79500000	1.098	0.989
6:79500001-80000000	6	79500001	80000000	0.97	1.029
6:80000001-80500000	6	80000001	80500000	0.978	0.989
6:80500001-81000000	6	80500001	81000000	0.978	1.015
6:81000001-81500000	6	81000001	81500000	1.015	0.967
6:81500001-82000000	6	81500001	82000000	1.11	1.035
6:82000001-82500000	6	82000001	82500000	0.992	1.043
6:82500001-83000000	6	82500001	83000000	1.048	1.075
6:83000001-83500000	6	83000001	83500000	0.962	0.99
6:83500001-84000000	6	83500001	84000000	0.971	0.978
6:84000001-84500000	6	84000001	84500000	0.844	1.004
6:84500001-85000000	6	84500001	85000000	1.011	0.973
6:85000001-85500000	6	85000001	85500000	1.075	0.931
6:85500001-86000000	6	85500001	86000000	0.879	1.008
6:86000001-86500000	6	86000001	86500000	0.912	1.028
6:86500001-87000000	6	86500001	87000000	1.087	1.011
6:87000001-87500000	6	87000001	87500000	0.914	1.042
6:87500001-88000000	6	87500001	88000000	0.883	1.015
6:88000001-88500000	6	88000001	88500000	1.047	1.093
6:89000001-89500000	6	89000001	89500000	1.048	0.864
6:89500001-90000000	6	89500001	90000000	0.952	0.924
6:90000001-90500000	6	90000001	90500000	0.92	0.953
6:90500001-91000000	6	90500001	91000000	0.956	1.013
6:91000001-91500000	6	91000001	91500000	0.963	1.057
6:92000001-92500000	6	92000001	92500000	0.999	0.959
6:92500001-93000000	6	92500001	93000000	0.917	0.962
6:93000001-93500000	6	93000001	93500000	0.951	0.949
6:93500001-94000000	6	93500001	94000000	1.032	0.949
6:94500001-95000000	6	94500001	95000000	0.877	1.008
6:95000001-95500000	6	95000001	95500000	0.992	0.92
6:95500001-96000000	6	95500001	96000000	1.001	0.996
6:96000001-96500000	6	96000001	96500000	0.92	1.017
6:97000001-97500000	6	97000001	97500000	0.998	1.046
6:97500001-98000000	6	97500001	98000000	1.095	1.002
6:98000001-98500000	6	98000001	98500000	0.927	1.03
6:98500001-99000000	6	98500001	99000000	1.008	0.987
6:99000001-99500000	6	99000001	99500000	0.967	0.962
6:99500001-100000000	6	99500001	100000000	0.97	0.956
6:100000001-100500000	6	100000001	100500000	1.03	1.034
6:100500001-101000000	6	100500001	101000000	1.063	0.962
6:101000001-101500000	6	101000001	101500000	0.93	1.038
6:101500001-102000000	6	101500001	102000000	1.07	1.033
6:102000001-102500000	6	102000001	102500000	0.987	0.97
6:102500001-103000000	6	102500001	103000000	0.962	0.994
6:103000001-103500000	6	103000001	103500000	0.914	0.977
6:103500001-104000000	6	103500001	104000000	0.892	1.004
6:104000001-104500000	6	104000001	104500000	0.955	1.067
6:105000001-105500000	6	105000001	105500000	1.019	1.034
6:105500001-106000000	6	105500001	106000000	1.044	1.061
6:106000001-106500000	6	106000001	106500000	1.082	1.02
6:106500001-107000000	6	106500001	107000000	1.011	0.986
6:107000001-107500000	6	107000001	107500000	0.941	1.011
6:107500001-108000000	6	107500001	108000000	1.041	1.004
6:108000001-108500000	6	108000001	108500000	0.977	1.038
6:108500001-109000000	6	108500001	109000000	0.948	0.958
6:109000001-109500000	6	109000001	109500000	0.875	0.923
6:109500001-110000000	6	109500001	110000000	1.046	1.008
6:110000001-110500000	6	110000001	110500000	0.946	0.994
6:110500001-111000000	6	110500001	111000000	0.851	0.919
6:111000001-111500000	6	111000001	111500000	0.97	0.965
6:111500001-112000000	6	111500001	112000000	1.016	0.956
6:112000001-112500000	6	112000001	112500000	1.036	1.036
