feature	chromosome	start	end	SLX-16150.D712tp_D506tp.HC22VBBXY.s_3.r_1	SLX-17921.D707tp_D501tp.H5J55BBXY.s_8.r_1	SLX-17922.D708tp_D503tp.HC22GBBXY.s_6.r_1
18:25000001-25500000	18	25000001	25500000	1.022	1.05	1.051
18:25500001-26000000	18	25500001	26000000	1.042	1.026	1.076
18:26000001-26500000	18	26000001	26500000	1.012	0.879	0.958
18:26500001-27000000	18	26500001	27000000	0.932	0.997	0.923
18:27000001-27500000	18	27000001	27500000	0.993	1.01	1.091
18:27500001-28000000	18	27500001	28000000	1.022	1.048	0.992
18:28000001-28500000	18	28000001	28500000	0.943	1.017	1.023
18:28500001-29000000	18	28500001	29000000	1.07	1.04	1.06
18:29000001-29500000	18	29000001	29500000	1.069	1.021	0.96
18:29500001-30000000	18	29500001	30000000	0.984	0.974	1.047
18:30000001-30500000	18	30000001	30500000	0.967	0.982	1.015
18:30500001-31000000	18	30500001	31000000	1.064	0.798	1.002
18:31000001-31500000	18	31000001	31500000	1.008	0.918	0.998
18:31500001-32000000	18	31500001	32000000	0.97	0.925	0.911
18:32000001-32500000	18	32000001	32500000	0.907	0.921	0.894
18:32500001-33000000	18	32500001	33000000	1.031	0.972	1.005
18:33000001-33500000	18	33000001	33500000	0.965	1.087	1.167
18:33500001-34000000	18	33500001	34000000	1.058	1.085	0.985
18:34000001-34500000	18	34000001	34500000	1.054	1.093	1.007
18:35000001-35500000	18	35000001	35500000	0.991	0.917	0.885
18:35500001-36000000	18	35500001	36000000	1.052	0.993	0.949
18:36000001-36500000	18	36000001	36500000	1.053	0.929	1.086
18:36500001-37000000	18	36500001	37000000	1.002	0.965	0.89
18:37000001-37500000	18	37000001	37500000	1.064	1.086	1.045
18:37500001-38000000	18	37500001	38000000	1.014	1.05	0.921
18:38000001-38500000	18	38000001	38500000	1.017	0.999	1.085
18:38500001-39000000	18	38500001	39000000	1.016	1.068	1.093
18:39000001-39500000	18	39000001	39500000	1.041	1.085	1.193
18:39500001-40000000	18	39500001	40000000	0.912	1.058	1.128
18:40000001-40500000	18	40000001	40500000	1.067	1.042	0.923
18:40500001-41000000	18	40500001	41000000	1.048	1.004	0.928
18:41000001-41500000	18	41000001	41500000	1.01	0.894	1.001
18:41500001-42000000	18	41500001	42000000	0.975	0.959	0.957
18:42000001-42500000	18	42000001	42500000	0.948	0.96	0.98
18:42500001-43000000	18	42500001	43000000	1.098	0.836	0.984
18:43000001-43500000	18	43000001	43500000	1.054	0.828	1.009
18:43500001-44000000	18	43500001	44000000	0.962	1.006	0.994
18:44000001-44500000	18	44000001	44500000	0.963	1.093	0.929
18:44500001-45000000	18	44500001	45000000	0.965	0.937	1.058
18:45000001-45500000	18	45000001	45500000	0.948	1.018	1.017
18:45500001-46000000	18	45500001	46000000	0.986	1.103	1.002
18:46000001-46500000	18	46000001	46500000	0.951	1.004	1.022
18:46500001-47000000	18	46500001	47000000	0.994	1.023	0.94
18:47000001-47500000	18	47000001	47500000	0.996	0.993	1.031
18:48000001-48500000	18	48000001	48500000	1	0.862	0.979
18:48500001-49000000	18	48500001	49000000	1.006	1.085	0.952
18:49000001-49500000	18	49000001	49500000	1.018	0.908	1.107
18:49500001-50000000	18	49500001	50000000	0.998	0.976	1.192
18:50000001-50500000	18	50000001	50500000	1.008	0.961	0.989
18:50500001-51000000	18	50500001	51000000	0.888	0.918	0.977
18:51000001-51500000	18	51000001	51500000	0.914	0.936	0.953
18:51500001-52000000	18	51500001	52000000	1.051	1.016	0.999
18:52000001-52500000	18	52000001	52500000	0.945	1.072	0.966
18:53000001-53500000	18	53000001	53500000	1.078	1.078	1.077
18:53500001-54000000	18	53500001	54000000	1.017	1.081	0.959
18:54000001-54500000	18	54000001	54500000	1.039	0.933	0.974
18:54500001-55000000	18	54500001	55000000	1.003	1.074	1.052
18:55000001-55500000	18	55000001	55500000	0.993	0.848	1.027
18:55500001-56000000	18	55500001	56000000	0.965	1.053	1.034
18:56000001-56500000	18	56000001	56500000	1.017	0.949	1.004
18:56500001-57000000	18	56500001	57000000	1.024	0.998	0.998
18:57000001-57500000	18	57000001	57500000	0.971	1.052	1.122
18:57500001-58000000	18	57500001	58000000	1.028	0.952	0.952
18:58000001-58500000	18	58000001	58500000	0.838	0.999	0.923
18:58500001-59000000	18	58500001	59000000	0.909	1.005	1.026
18:59500001-60000000	18	59500001	60000000	0.973	1.015	0.995
18:60000001-60500000	18	60000001	60500000	1.103	0.979	1.065
18:60500001-61000000	18	60500001	61000000	0.969	0.972	0.937
18:61000001-61500000	18	61000001	61500000	1.066	1.005	1.04
18:62000001-62500000	18	62000001	62500000	1.023	1.007	0.904
18:62500001-63000000	18	62500001	63000000	0.968	0.993	0.933
18:63000001-63500000	18	63000001	63500000	1.066	1.038	0.956
18:63500001-64000000	18	63500001	64000000	0.988	0.993	1.052
18:64000001-64500000	18	64000001	64500000	1.044	1.119	1.028
18:64500001-65000000	18	64500001	65000000	0.982	1.07	1.007
18:65000001-65500000	18	65000001	65500000	1.017	1.097	1.045
18:65500001-66000000	18	65500001	66000000	1.055	0.956	0.982
18:66000001-66500000	18	66000001	66500000	0.984	0.979	0.995
18:66500001-67000000	18	66500001	67000000	1.074	1.046	1.029
18:67000001-67500000	18	67000001	67500000	1.004	0.963	1.022
18:67500001-68000000	18	67500001	68000000	1.074	1.059	0.954
18:68000001-68500000	18	68000001	68500000	0.992	1.036	1.16
18:68500001-69000000	18	68500001	69000000	0.985	0.887	0.953
18:69000001-69500000	18	69000001	69500000	1.027	0.978	0.977
18:69500001-70000000	18	69500001	70000000	1.034	1.031	0.958
18:70000001-70500000	18	70000001	70500000	0.958	0.947	1.045
18:70500001-71000000	18	70500001	71000000	1.012	1.078	1.094
18:71000001-71500000	18	71000001	71500000	0.969	1.05	0.867
18:71500001-72000000	18	71500001	72000000	0.917	0.99	0.964
18:72000001-72500000	18	72000001	72500000	1.025	1.05	0.814
18:72500001-73000000	18	72500001	73000000	1.008	0.882	1.052
18:73000001-73500000	18	73000001	73500000	1.008	1.054	0.991
18:73500001-74000000	18	73500001	74000000	0.99	0.982	1.042
18:74000001-74500000	18	74000001	74500000	0.985	0.904	0.965
18:74500001-75000000	18	74500001	75000000	0.972	1.003	0.89
18:75000001-75500000	18	75000001	75500000	0.911	0.952	1.017
18:75500001-76000000	18	75500001	76000000	0.98	0.84	0.939
18:76000001-76500000	18	76000001	76500000	0.895	0.955	0.911
18:76500001-77000000	18	76500001	77000000	1.015	1.105	0.935
18:77500001-78000000	18	77500001	78000000	0.986	0.92	1.038
18:78000001-78500000	18	78000001	78500000	0.974	0.971	0.946
18:78500001-79000000	18	78500001	79000000	0.931	1.09	0.878
18:79000001-79500000	18	79000001	79500000	0.963	0.923	0.981
18:79500001-80000000	18	79500001	80000000	0.922	0.992	1.018
18:80000001-80373285	18	80000001	80373285	1.017	1.027	1.044
19:500001-1000000	19	500001	1000000	1.02	1.063	1.07
19:1000001-1500000	19	1000001	1500000	0.948	1.055	1.076
19:1500001-2000000	19	1500001	2000000	1.139	0.901	1.047
19:2000001-2500000	19	2000001	2500000	0.949	0.995	0.891
19:2500001-3000000	19	2500001	3000000	1.022	0.976	1.163
19:3000001-3500000	19	3000001	3500000	1.121	1.069	1.01
19:3500001-4000000	19	3500001	4000000	1.023	1.185	1.166
19:4000001-4500000	19	4000001	4500000	1.154	0.793	0.923
19:4500001-5000000	19	4500001	5000000	1.011	1.072	0.929
19:5000001-5500000	19	5000001	5500000	1.049	1.157	1.005
19:5500001-6000000	19	5500001	6000000	0.988	1.087	0.96
19:6000001-6500000	19	6000001	6500000	0.976	0.923	0.869
19:6500001-7000000	19	6500001	7000000	1.017	1	1.011
19:7500001-8000000	19	7500001	8000000	0.949	1.074	0.969
19:9000001-9500000	19	9000001	9500000	0.984	0.921	1.018
19:10000001-10500000	19	10000001	10500000	0.996	0.966	1.053
19:10500001-11000000	19	10500001	11000000	0.943	0.966	0.929
19:11000001-11500000	19	11000001	11500000	1.008	0.996	1.024
19:12500001-13000000	19	12500001	13000000	0.991	0.95	0.96
19:13500001-14000000	19	13500001	14000000	1.049	0.85	0.98
19:14500001-15000000	19	14500001	15000000	0.915	1.067	0.886
19:15000001-15500000	19	15000001	15500000	0.918	0.913	0.921
19:15500001-16000000	19	15500001	16000000	0.941	0.984	1.049
19:16000001-16500000	19	16000001	16500000	0.979	0.883	0.942
19:16500001-17000000	19	16500001	17000000	1.071	0.913	0.996
19:17000001-17500000	19	17000001	17500000	0.981	1.057	0.907
19:17500001-18000000	19	17500001	18000000	1.038	0.971	1.009
19:18000001-18500000	19	18000001	18500000	1.043	0.867	0.922
19:18500001-19000000	19	18500001	19000000	0.983	1.063	1.071
19:19000001-19500000	19	19000001	19500000	0.931	1.014	0.969
19:19500001-20000000	19	19500001	20000000	0.901	0.965	0.971
19:28000001-28500000	19	28000001	28500000	0.956	1.112	0.996
19:28500001-29000000	19	28500001	29000000	0.958	1.122	1.043
19:29000001-29500000	19	29000001	29500000	0.999	0.953	1.028
19:29500001-30000000	19	29500001	30000000	0.979	0.925	0.93
19:30000001-30500000	19	30000001	30500000	1.017	1.055	1.053
19:30500001-31000000	19	30500001	31000000	0.962	0.901	0.939
19:31000001-31500000	19	31000001	31500000	0.958	0.947	1.019
19:31500001-32000000	19	31500001	32000000	0.929	0.995	0.966
19:32000001-32500000	19	32000001	32500000	0.951	0.98	0.962
19:32500001-33000000	19	32500001	33000000	1.068	0.985	1.02
19:33000001-33500000	19	33000001	33500000	1.075	0.956	1.02
19:33500001-34000000	19	33500001	34000000	0.989	1.059	0.896
19:34000001-34500000	19	34000001	34500000	0.993	1.05	0.905
19:34500001-35000000	19	34500001	35000000	0.91	0.905	0.95
19:35000001-35500000	19	35000001	35500000	0.947	0.904	0.863
19:35500001-36000000	19	35500001	36000000	1.049	1.012	1.026
19:36500001-37000000	19	36500001	37000000	0.863	0.942	0.979
19:38000001-38500000	19	38000001	38500000	1.031	0.96	1.154
19:38500001-39000000	19	38500001	39000000	0.983	1.05	0.963
19:39000001-39500000	19	39000001	39500000	0.902	1.014	0.978
19:39500001-40000000	19	39500001	40000000	0.998	1.01	1.044
19:40000001-40500000	19	40000001	40500000	0.993	0.935	0.967
19:40500001-41000000	19	40500001	41000000	1.057	0.959	0.971
19:41000001-41500000	19	41000001	41500000	1.056	1.011	0.894
19:41500001-42000000	19	41500001	42000000	1.069	1.161	1.157
19:42000001-42500000	19	42000001	42500000	1.041	0.97	0.953
19:43500001-44000000	19	43500001	44000000	0.908	0.905	0.846
19:44000001-44500000	19	44000001	44500000	0.979	0.927	0.953
19:44500001-45000000	19	44500001	45000000	0.927	0.961	0.96
19:45000001-45500000	19	45000001	45500000	1.008	0.829	1.037
19:45500001-46000000	19	45500001	46000000	1.031	1.205	1.025
19:46500001-47000000	19	46500001	47000000	1.052	1.039	0.891
19:47000001-47500000	19	47000001	47500000	1.034	1.079	1.121
19:48000001-48500000	19	48000001	48500000	1.009	1.067	1.049
19:49000001-49500000	19	49000001	49500000	0.999	0.882	1.1
19:49500001-50000000	19	49500001	50000000	0.953	0.974	0.926
19:50500001-51000000	19	50500001	51000000	1.022	1.02	0.922
19:51000001-51500000	19	51000001	51500000	0.949	1.086	1.081
19:51500001-52000000	19	51500001	52000000	0.892	0.912	0.914
19:52000001-52500000	19	52000001	52500000	0.902	0.912	0.946
19:54000001-54500000	19	54000001	54500000	1.035	1.039	1.002
19:55000001-55500000	19	55000001	55500000	1.056	0.892	1.063
19:55500001-56000000	19	55500001	56000000	0.939	0.94	0.883
19:56000001-56500000	19	56000001	56500000	0.945	0.939	0.93
19:57000001-57500000	19	57000001	57500000	0.974	0.999	0.843
19:57500001-58000000	19	57500001	58000000	0.903	1.005	0.983
19:58000001-58500000	19	58000001	58500000	0.934	0.779	0.926
20:1-500000	20	1	500000	1.131	1.028	1.042
20:500001-1000000	20	500001	1000000	1.154	1.305	1.196
20:1000001-1500000	20	1000001	1500000	1.131	1.175	1.004
20:1500001-2000000	20	1500001	2000000	1.109	1.014	1.053
20:2000001-2500000	20	2000001	2500000	1.134	1.09	1.162
20:2500001-3000000	20	2500001	3000000	1.111	1.191	1.117
20:3000001-3500000	20	3000001	3500000	1.218	1.157	1.212
20:3500001-4000000	20	3500001	4000000	1.136	0.998	1.081
20:4000001-4500000	20	4000001	4500000	1.229	1.088	1.312
20:4500001-5000000	20	4500001	5000000	1.191	1.125	1.201
20:5000001-5500000	20	5000001	5500000	1.095	1.363	1.269
20:6000001-6500000	20	6000001	6500000	1.218	1.21	1.091
20:6500001-7000000	20	6500001	7000000	1.203	1.166	1.224
20:7000001-7500000	20	7000001	7500000	1.148	1.14	1.208
20:7500001-8000000	20	7500001	8000000	1.196	1.197	1.187
20:8000001-8500000	20	8000001	8500000	1.129	1.034	1.113
20:8500001-9000000	20	8500001	9000000	1.129	1.242	1.163
20:9500001-10000000	20	9500001	10000000	1.115	1.168	1.08
20:10500001-11000000	20	10500001	11000000	1.105	1.076	1.021
20:11000001-11500000	20	11000001	11500000	1.181	1.018	1.124
20:11500001-12000000	20	11500001	12000000	1.058	1.072	1.136
20:12000001-12500000	20	12000001	12500000	1.196	1.295	1.299
20:12500001-13000000	20	12500001	13000000	1.158	1.035	1.146
20:13500001-14000000	20	13500001	14000000	1.142	1.108	1.125
20:14000001-14500000	20	14000001	14500000	1.17	1.216	1.088
20:14500001-15000000	20	14500001	15000000	1.153	1.054	1.078
20:15000001-15500000	20	15000001	15500000	1.126	1.164	1.161
20:15500001-16000000	20	15500001	16000000	1.141	1.235	1.077
20:16000001-16500000	20	16000001	16500000	1.136	1.156	1.1
20:16500001-17000000	20	16500001	17000000	1.187	1.196	0.999
20:17000001-17500000	20	17000001	17500000	1.141	1.24	1.108
20:17500001-18000000	20	17500001	18000000	1.092	1	1.127
20:18500001-19000000	20	18500001	19000000	1.144	1.148	1.275
20:19000001-19500000	20	19000001	19500000	1.095	1.285	1.312
20:19500001-20000000	20	19500001	20000000	1.131	1.148	1.031
20:20000001-20500000	20	20000001	20500000	1.168	1.256	1.129
20:20500001-21000000	20	20500001	21000000	1.08	1.216	1.107
20:21000001-21500000	20	21000001	21500000	1.124	1.254	1.086
20:21500001-22000000	20	21500001	22000000	1.088	1.002	1.109
20:22500001-23000000	20	22500001	23000000	1.156	1.155	1.182
20:23000001-23500000	20	23000001	23500000	1.147	1.155	1.143
20:23500001-24000000	20	23500001	24000000	1.298	1.228	1.086
20:24500001-25000000	20	24500001	25000000	1.192	1.213	1.268
20:25000001-25500000	20	25000001	25500000	1.193	1.103	1.095
20:31500001-32000000	20	31500001	32000000	1.131	1.097	1.048
20:32000001-32500000	20	32000001	32500000	1.162	1.101	1.013
20:32500001-33000000	20	32500001	33000000	1.239	1.123	1.239
20:33000001-33500000	20	33000001	33500000	1.229	1.322	1.173
20:33500001-34000000	20	33500001	34000000	1.105	1.089	1.111
20:34000001-34500000	20	34000001	34500000	1.007	1.254	1.226
20:35000001-35500000	20	35000001	35500000	1.252	1.348	1.037
20:35500001-36000000	20	35500001	36000000	1.202	1.062	1.225
20:36000001-36500000	20	36000001	36500000	1.235	1.196	1.113
20:36500001-37000000	20	36500001	37000000	1.198	1.305	1.101
20:37000001-37500000	20	37000001	37500000	1.173	1.079	1.276
20:37500001-38000000	20	37500001	38000000	1.11	1.013	1.193
20:38000001-38500000	20	38000001	38500000	1.147	1.196	0.969
20:38500001-39000000	20	38500001	39000000	1.152	0.964	1.086
20:39000001-39500000	20	39000001	39500000	1.156	1.16	1.175
20:39500001-40000000	20	39500001	40000000	1.191	1.036	1.011
20:40000001-40500000	20	40000001	40500000	1.242	0.974	1.042
20:40500001-41000000	20	40500001	41000000	1.1	1.158	1.249
20:41000001-41500000	20	41000001	41500000	1.158	1.223	1.177
20:41500001-42000000	20	41500001	42000000	1.14	0.994	1.138
20:42000001-42500000	20	42000001	42500000	1.294	1.1	1.086
20:42500001-43000000	20	42500001	43000000	1.169	1.252	1.21
20:43000001-43500000	20	43000001	43500000	1.209	1.097	1.195
20:43500001-44000000	20	43500001	44000000	1.222	1.153	1.151
20:44000001-44500000	20	44000001	44500000	1.145	0.975	1.111
20:44500001-45000000	20	44500001	45000000	1.293	1.117	1.131
20:45000001-45500000	20	45000001	45500000	1.072	1.007	1.141
20:45500001-46000000	20	45500001	46000000	1.21	1.217	1.076
20:46000001-46500000	20	46000001	46500000	1.124	1.12	1.055
20:46500001-47000000	20	46500001	47000000	1.1	1.045	1.036
20:47000001-47500000	20	47000001	47500000	1.092	1.21	1.174
20:48000001-48500000	20	48000001	48500000	1.146	1.048	1.165
20:48500001-49000000	20	48500001	49000000	1.173	1.052	1.086
20:49000001-49500000	20	49000001	49500000	1.142	1.189	1.104
20:49500001-50000000	20	49500001	50000000	1.098	0.864	0.969
20:50000001-50500000	20	50000001	50500000	1.093	0.985	1.271
20:50500001-51000000	20	50500001	51000000	1.158	1.13	1.111
20:51000001-51500000	20	51000001	51500000	1.064	1.183	1.087
20:51500001-52000000	20	51500001	52000000	1.109	1.032	0.961
20:52000001-52500000	20	52000001	52500000	1.13	1.058	1.118
20:52500001-53000000	20	52500001	53000000	1.118	1.01	1.051
20:53000001-53500000	20	53000001	53500000	1.137	1.03	1.147
20:53500001-54000000	20	53500001	54000000	1.092	1.117	1.104
20:54000001-54500000	20	54000001	54500000	1.137	1.043	1.114
20:54500001-55000000	20	54500001	55000000	1.172	1.16	1.147
20:55000001-55500000	20	55000001	55500000	1.158	1.118	1.055
20:55500001-56000000	20	55500001	56000000	1.207	1.122	1.196
20:56000001-56500000	20	56000001	56500000	1.206	0.997	1.092
20:56500001-57000000	20	56500001	57000000	1.184	1.112	1.149
20:57500001-58000000	20	57500001	58000000	1.134	1.145	1.068
20:58000001-58500000	20	58000001	58500000	1.099	1.067	1.129
20:58500001-59000000	20	58500001	59000000	1.044	1.132	1.078
20:59000001-59500000	20	59000001	59500000	1.226	1.078	1.206
20:59500001-60000000	20	59500001	60000000	1.165	1.142	1.081
20:60000001-60500000	20	60000001	60500000	1.105	1.106	1.03
20:60500001-61000000	20	60500001	61000000	1.118	1.119	1.131
20:61000001-61500000	20	61000001	61500000	1.144	1.106	1.098
20:61500001-62000000	20	61500001	62000000	1.162	1.057	1.155
20:62000001-62500000	20	62000001	62500000	1.155	0.912	1.05
20:62500001-63000000	20	62500001	63000000	1.062	1.063	0.941
20:63000001-63500000	20	63000001	63500000	1.237	1.047	1.029
20:64000001-64444167	20	64000001	64444167	1.325	1.232	1.226
21:14000001-14500000	21	14000001	14500000	1.089	1.218	1.13
21:14500001-15000000	21	14500001	15000000	1.045	1.085	1.163
21:15000001-15500000	21	15000001	15500000	1.159	1.17	1.162
21:15500001-16000000	21	15500001	16000000	1.078	1.26	1.115
21:16000001-16500000	21	16000001	16500000	1.223	1.22	1.18
21:17000001-17500000	21	17000001	17500000	1.195	1.159	1.208
21:17500001-18000000	21	17500001	18000000	1.163	1.094	1.021
21:18000001-18500000	21	18000001	18500000	1.184	1.144	1.106
21:18500001-19000000	21	18500001	19000000	1.188	1.022	1.14
21:19000001-19500000	21	19000001	19500000	1.322	1.297	1.317
21:19500001-20000000	21	19500001	20000000	1.239	1.178	1.111
21:20000001-20500000	21	20000001	20500000	1.178	1.194	1.229
21:20500001-21000000	21	20500001	21000000	1.181	1.065	1.074
21:21000001-21500000	21	21000001	21500000	1.233	1.182	1.003
21:21500001-22000000	21	21500001	22000000	1.16	0.994	0.983
21:22000001-22500000	21	22000001	22500000	1.099	1.163	1.046
21:22500001-23000000	21	22500001	23000000	1.162	1.112	1.038
21:23000001-23500000	21	23000001	23500000	1.202	1.271	1.152
21:23500001-24000000	21	23500001	24000000	1.087	1.214	1.164
21:24000001-24500000	21	24000001	24500000	1.131	1.029	1.057
21:24500001-25000000	21	24500001	25000000	1.158	1.197	1.195
21:25000001-25500000	21	25000001	25500000	1.111	1.274	1.086
21:25500001-26000000	21	25500001	26000000	1.051	1.195	1.034
21:26000001-26500000	21	26000001	26500000	1.037	1.028	0.967
21:26500001-27000000	21	26500001	27000000	1.14	1.063	1.132
21:27000001-27500000	21	27000001	27500000	1.224	1.218	1.005
21:27500001-28000000	21	27500001	28000000	1.078	1.092	1.106
21:28000001-28500000	21	28000001	28500000	1.205	1.124	1.148
21:28500001-29000000	21	28500001	29000000	1.089	1.159	1.069
21:29000001-29500000	21	29000001	29500000	1.029	0.981	1.066
21:29500001-30000000	21	29500001	30000000	1.143	1.141	1.135
21:30000001-30500000	21	30000001	30500000	1.083	1.118	1.202
21:30500001-31000000	21	30500001	31000000	1.09	1.084	1.087
21:31000001-31500000	21	31000001	31500000	1.147	1.043	1.23
21:31500001-32000000	21	31500001	32000000	1.079	0.947	1.017
21:32500001-33000000	21	32500001	33000000	1.185	0.939	1.031
21:33000001-33500000	21	33000001	33500000	1.083	1.109	1.006
